run.order,std.order,lysate_aspirate_height_inc,lysate_aspirate_rate,lysate_dispense_rate,substrates_aspirate_height_inc,substrates_aspirate_rate,substrates_dispense_rate,Well,Plate
236,236,0.6,0.4,0.5,0.3,0.7,1.2,A4,2
237,237,0.6,0.4,0.5,0.3,0.7,1.2,A5,2
238,238,0.6,0.4,0.5,0.3,0.7,1.2,A6,2
239,239,0.6,0.4,0.5,0.3,0.7,1.2,A7,2
240,240,0.6,0.4,0.5,0.3,0.7,1.2,A8,2
241,241,0.1,0.1,0.1,0.8,0.7,1.2,A9,2
242,242,0.1,0.1,0.1,0.8,0.7,1.2,A10,2
243,243,0.1,0.1,0.1,0.8,0.7,1.2,A11,2
244,244,0.1,0.1,0.1,0.8,0.7,1.2,A12,2
245,245,0.1,0.1,0.1,0.8,0.7,1.2,A13,2
246,246,0.1,0.1,0.1,0.8,0.7,1.2,A14,2
247,247,0.6,0.1,0.1,0.8,0.7,1.2,A15,2
248,248,0.6,0.1,0.1,0.8,0.7,1.2,A16,2
249,249,0.6,0.1,0.1,0.8,0.7,1.2,A17,2
250,250,0.6,0.1,0.1,0.8,0.7,1.2,A18,2
251,251,0.6,0.1,0.1,0.8,0.7,1.2,A19,2
252,252,0.6,0.1,0.1,0.8,0.7,1.2,A20,2
253,253,0.1,0.4,0.1,0.8,0.7,1.2,A21,2
254,254,0.1,0.4,0.1,0.8,0.7,1.2,A22,2
255,255,0.1,0.4,0.1,0.8,0.7,1.2,A23,2
256,256,0.1,0.4,0.1,0.8,0.7,1.2,A24,2
257,257,0.1,0.4,0.1,0.8,0.7,1.2,B1,2
258,258,0.1,0.4,0.1,0.8,0.7,1.2,B2,2
259,259,0.6,0.4,0.1,0.8,0.7,1.2,B3,2
260,260,0.6,0.4,0.1,0.8,0.7,1.2,B4,2
261,261,0.6,0.4,0.1,0.8,0.7,1.2,B5,2
262,262,0.6,0.4,0.1,0.8,0.7,1.2,B6,2
263,263,0.6,0.4,0.1,0.8,0.7,1.2,B7,2
264,264,0.6,0.4,0.1,0.8,0.7,1.2,B8,2
265,265,0.1,0.1,0.5,0.8,0.7,1.2,B9,2
266,266,0.1,0.1,0.5,0.8,0.7,1.2,B10,2
267,267,0.1,0.1,0.5,0.8,0.7,1.2,B11,2
268,268,0.1,0.1,0.5,0.8,0.7,1.2,B12,2
269,269,0.1,0.1,0.5,0.8,0.7,1.2,B13,2
270,270,0.1,0.1,0.5,0.8,0.7,1.2,B14,2
271,271,0.6,0.1,0.5,0.8,0.7,1.2,B15,2
272,272,0.6,0.1,0.5,0.8,0.7,1.2,B16,2
273,273,0.6,0.1,0.5,0.8,0.7,1.2,B17,2
274,274,0.6,0.1,0.5,0.8,0.7,1.2,B18,2
275,275,0.6,0.1,0.5,0.8,0.7,1.2,B19,2
276,276,0.6,0.1,0.5,0.8,0.7,1.2,B20,2
277,277,0.1,0.4,0.5,0.8,0.7,1.2,B21,2
278,278,0.1,0.4,0.5,0.8,0.7,1.2,B22,2
279,279,0.1,0.4,0.5,0.8,0.7,1.2,B23,2
280,280,0.1,0.4,0.5,0.8,0.7,1.2,B24,2
281,281,0.1,0.4,0.5,0.8,0.7,1.2,C1,2
282,282,0.1,0.4,0.5,0.8,0.7,1.2,C2,2
283,283,0.6,0.4,0.5,0.8,0.7,1.2,C3,2
284,284,0.6,0.4,0.5,0.8,0.7,1.2,C4,2
285,285,0.6,0.4,0.5,0.8,0.7,1.2,C5,2
286,286,0.6,0.4,0.5,0.8,0.7,1.2,C6,2
287,287,0.6,0.4,0.5,0.8,0.7,1.2,C7,2
288,288,0.6,0.4,0.5,0.8,0.7,1.2,C8,2
289,289,0.1,0.1,0.1,0.3,1.2,1.2,C9,2
290,290,0.1,0.1,0.1,0.3,1.2,1.2,C10,2
291,291,0.1,0.1,0.1,0.3,1.2,1.2,C11,2
292,292,0.1,0.1,0.1,0.3,1.2,1.2,C12,2
293,293,0.1,0.1,0.1,0.3,1.2,1.2,C13,2
294,294,0.1,0.1,0.1,0.3,1.2,1.2,C14,2
295,295,0.6,0.1,0.1,0.3,1.2,1.2,C15,2
296,296,0.6,0.1,0.1,0.3,1.2,1.2,C16,2
297,297,0.6,0.1,0.1,0.3,1.2,1.2,C17,2
298,298,0.6,0.1,0.1,0.3,1.2,1.2,C18,2
299,299,0.6,0.1,0.1,0.3,1.2,1.2,C19,2
300,300,0.6,0.1,0.1,0.3,1.2,1.2,C20,2
301,301,0.1,0.4,0.1,0.3,1.2,1.2,C21,2
302,302,0.1,0.4,0.1,0.3,1.2,1.2,C22,2
303,303,0.1,0.4,0.1,0.3,1.2,1.2,C23,2
304,304,0.1,0.4,0.1,0.3,1.2,1.2,C24,2
305,305,0.1,0.4,0.1,0.3,1.2,1.2,D1,2
306,306,0.1,0.4,0.1,0.3,1.2,1.2,D2,2
307,307,0.6,0.4,0.1,0.3,1.2,1.2,D3,2
308,308,0.6,0.4,0.1,0.3,1.2,1.2,D4,2
309,309,0.6,0.4,0.1,0.3,1.2,1.2,D5,2
310,310,0.6,0.4,0.1,0.3,1.2,1.2,D6,2
311,311,0.6,0.4,0.1,0.3,1.2,1.2,D7,2
312,312,0.6,0.4,0.1,0.3,1.2,1.2,D8,2
313,313,0.1,0.1,0.5,0.3,1.2,1.2,D9,2
314,314,0.1,0.1,0.5,0.3,1.2,1.2,D10,2
315,315,0.1,0.1,0.5,0.3,1.2,1.2,D11,2
316,316,0.1,0.1,0.5,0.3,1.2,1.2,D12,2
317,317,0.1,0.1,0.5,0.3,1.2,1.2,D13,2
318,318,0.1,0.1,0.5,0.3,1.2,1.2,D14,2
319,319,0.6,0.1,0.5,0.3,1.2,1.2,D15,2
320,320,0.6,0.1,0.5,0.3,1.2,1.2,D16,2
321,321,0.6,0.1,0.5,0.3,1.2,1.2,D17,2
322,322,0.6,0.1,0.5,0.3,1.2,1.2,D18,2
323,323,0.6,0.1,0.5,0.3,1.2,1.2,D19,2
324,324,0.6,0.1,0.5,0.3,1.2,1.2,D20,2
325,325,0.1,0.4,0.5,0.3,1.2,1.2,D21,2
326,326,0.1,0.4,0.5,0.3,1.2,1.2,D22,2
327,327,0.1,0.4,0.5,0.3,1.2,1.2,D23,2
328,328,0.1,0.4,0.5,0.3,1.2,1.2,D24,2
329,329,0.1,0.4,0.5,0.3,1.2,1.2,E1,2
330,330,0.1,0.4,0.5,0.3,1.2,1.2,E2,2
331,331,0.6,0.4,0.5,0.3,1.2,1.2,E3,2
332,332,0.6,0.4,0.5,0.3,1.2,1.2,E4,2
333,333,0.6,0.4,0.5,0.3,1.2,1.2,E5,2
334,334,0.6,0.4,0.5,0.3,1.2,1.2,E6,2
335,335,0.6,0.4,0.5,0.3,1.2,1.2,E7,2
336,336,0.6,0.4,0.5,0.3,1.2,1.2,E8,2
337,337,0.1,0.1,0.1,0.8,1.2,1.2,E9,2
338,338,0.1,0.1,0.1,0.8,1.2,1.2,E10,2
339,339,0.1,0.1,0.1,0.8,1.2,1.2,E11,2
340,340,0.1,0.1,0.1,0.8,1.2,1.2,E12,2
341,341,0.1,0.1,0.1,0.8,1.2,1.2,E13,2
342,342,0.1,0.1,0.1,0.8,1.2,1.2,E14,2
343,343,0.6,0.1,0.1,0.8,1.2,1.2,E15,2
344,344,0.6,0.1,0.1,0.8,1.2,1.2,E16,2
345,345,0.6,0.1,0.1,0.8,1.2,1.2,E17,2
346,346,0.6,0.1,0.1,0.8,1.2,1.2,E18,2
347,347,0.6,0.1,0.1,0.8,1.2,1.2,E19,2
348,348,0.6,0.1,0.1,0.8,1.2,1.2,E20,2
349,349,0.1,0.4,0.1,0.8,1.2,1.2,E21,2
350,350,0.1,0.4,0.1,0.8,1.2,1.2,E22,2
351,351,0.1,0.4,0.1,0.8,1.2,1.2,E23,2
352,352,0.1,0.4,0.1,0.8,1.2,1.2,E24,2
353,353,0.1,0.4,0.1,0.8,1.2,1.2,F1,2
354,354,0.1,0.4,0.1,0.8,1.2,1.2,F2,2
355,355,0.6,0.4,0.1,0.8,1.2,1.2,F3,2
356,356,0.6,0.4,0.1,0.8,1.2,1.2,F4,2
357,357,0.6,0.4,0.1,0.8,1.2,1.2,F5,2
358,358,0.6,0.4,0.1,0.8,1.2,1.2,F6,2
359,359,0.6,0.4,0.1,0.8,1.2,1.2,F7,2
360,360,0.6,0.4,0.1,0.8,1.2,1.2,F8,2
361,361,0.1,0.1,0.5,0.8,1.2,1.2,F9,2
362,362,0.1,0.1,0.5,0.8,1.2,1.2,F10,2
363,363,0.1,0.1,0.5,0.8,1.2,1.2,F11,2
364,364,0.1,0.1,0.5,0.8,1.2,1.2,F12,2
365,365,0.1,0.1,0.5,0.8,1.2,1.2,F13,2
366,366,0.1,0.1,0.5,0.8,1.2,1.2,F14,2
367,367,0.6,0.1,0.5,0.8,1.2,1.2,F15,2
368,368,0.6,0.1,0.5,0.8,1.2,1.2,F16,2
369,369,0.6,0.1,0.5,0.8,1.2,1.2,F17,2
370,370,0.6,0.1,0.5,0.8,1.2,1.2,F18,2
371,371,0.6,0.1,0.5,0.8,1.2,1.2,F19,2
372,372,0.6,0.1,0.5,0.8,1.2,1.2,F20,2
373,373,0.1,0.4,0.5,0.8,1.2,1.2,F21,2
374,374,0.1,0.4,0.5,0.8,1.2,1.2,F22,2
375,375,0.1,0.4,0.5,0.8,1.2,1.2,F23,2
376,376,0.1,0.4,0.5,0.8,1.2,1.2,F24,2
377,377,0.1,0.4,0.5,0.8,1.2,1.2,G1,2
378,378,0.1,0.4,0.5,0.8,1.2,1.2,G2,2
379,379,0.6,0.4,0.5,0.8,1.2,1.2,G3,2
380,380,0.6,0.4,0.5,0.8,1.2,1.2,G4,2
381,381,0.6,0.4,0.5,0.8,1.2,1.2,G5,2
382,382,0.6,0.4,0.5,0.8,1.2,1.2,G6,2
383,383,0.6,0.4,0.5,0.8,1.2,1.2,G7,2
384,384,0.6,0.4,0.5,0.8,1.2,1.2,G8,2
385,385,0.35,0.25,0.3,0.55,0.95,0.95,G9,2
386,386,0.35,0.25,0.3,0.55,0.95,0.95,G10,2
387,387,0.35,0.25,0.3,0.55,0.95,0.95,G11,2
388,388,0.35,0.25,0.3,0.55,0.95,0.95,G12,2
1,1,0.1,0.25,0.3,0.55,0.95,0.95,G13,2
2,2,0.98,0.25,0.3,0.55,0.95,0.95,G14,2
3,3,0.35,0.1,0.3,0.55,0.95,0.95,G15,2
4,4,0.35,0.63,0.3,0.55,0.95,0.95,G16,2
5,5,0.35,0.25,0.1,0.55,0.95,0.95,G17,2
6,6,0.35,0.25,0.8,0.55,0.95,0.95,G18,2
7,7,0.35,0.25,0.3,0.3,0.95,0.95,G19,2
8,8,0.35,0.25,0.3,1.18,0.95,0.95,G20,2
9,9,0.35,0.25,0.3,0.55,0.32,0.95,G21,2
10,10,0.35,0.25,0.3,0.55,1.58,0.95,G22,2
11,11,0.35,0.25,0.3,0.55,0.95,0.32,G23,2
12,12,0.35,0.25,0.3,0.55,0.95,1.58,G24,2
13,13,0.1,0.25,0.3,0.55,0.95,0.95,H1,2
14,14,0.98,0.25,0.3,0.55,0.95,0.95,H2,2
15,15,0.35,0.1,0.3,0.55,0.95,0.95,H3,2
16,16,0.35,0.63,0.3,0.55,0.95,0.95,H4,2
17,17,0.35,0.25,0.1,0.55,0.95,0.95,H5,2
18,18,0.35,0.25,0.8,0.55,0.95,0.95,H6,2
19,19,0.35,0.25,0.3,0.3,0.95,0.95,H7,2
20,20,0.35,0.25,0.3,1.18,0.95,0.95,H8,2
21,21,0.35,0.25,0.3,0.55,0.32,0.95,H9,2
22,22,0.35,0.25,0.3,0.55,1.58,0.95,H10,2
23,23,0.35,0.25,0.3,0.55,0.95,0.32,H11,2
24,24,0.35,0.25,0.3,0.55,0.95,1.58,H12,2
25,25,0.1,0.25,0.3,0.55,0.95,0.95,H13,2
26,26,0.98,0.25,0.3,0.55,0.95,0.95,H14,2
27,27,0.35,0.1,0.3,0.55,0.95,0.95,H15,2
28,28,0.35,0.63,0.3,0.55,0.95,0.95,H16,2
29,29,0.35,0.25,0.1,0.55,0.95,0.95,H17,2
30,30,0.35,0.25,0.8,0.55,0.95,0.95,H18,2
31,31,0.35,0.25,0.3,0.3,0.95,0.95,H19,2
32,32,0.35,0.25,0.3,1.18,0.95,0.95,H20,2
33,33,0.35,0.25,0.3,0.55,0.32,0.95,H21,2
34,34,0.35,0.25,0.3,0.55,1.58,0.95,H22,2
35,35,0.35,0.25,0.3,0.55,0.95,0.32,H23,2
36,36,0.35,0.25,0.3,0.55,0.95,1.58,H24,2
37,37,0.1,0.25,0.3,0.55,0.95,0.95,I1,2
38,38,0.98,0.25,0.3,0.55,0.95,0.95,I2,2
39,39,0.35,0.1,0.3,0.55,0.95,0.95,I3,2
40,40,0.35,0.63,0.3,0.55,0.95,0.95,I4,2
41,41,0.35,0.25,0.1,0.55,0.95,0.95,I5,2
42,42,0.35,0.25,0.8,0.55,0.95,0.95,I6,2
43,43,0.35,0.25,0.3,0.3,0.95,0.95,I7,2
44,44,0.35,0.25,0.3,1.18,0.95,0.95,I8,2
45,45,0.35,0.25,0.3,0.55,0.32,0.95,I9,2
46,46,0.35,0.25,0.3,0.55,1.58,0.95,I10,2
47,47,0.35,0.25,0.3,0.55,0.95,0.32,I11,2
48,48,0.35,0.25,0.3,0.55,0.95,1.58,I12,2
49,49,0.1,0.25,0.3,0.55,0.95,0.95,I13,2
50,50,0.98,0.25,0.3,0.55,0.95,0.95,I14,2
51,51,0.35,0.1,0.3,0.55,0.95,0.95,I15,2
52,52,0.35,0.63,0.3,0.55,0.95,0.95,I16,2
53,53,0.35,0.25,0.1,0.55,0.95,0.95,I17,2
54,54,0.35,0.25,0.8,0.55,0.95,0.95,I18,2
55,55,0.35,0.25,0.3,0.3,0.95,0.95,I19,2
56,56,0.35,0.25,0.3,1.18,0.95,0.95,I20,2
57,57,0.35,0.25,0.3,0.55,0.32,0.95,I21,2
58,58,0.35,0.25,0.3,0.55,1.58,0.95,I22,2
59,59,0.35,0.25,0.3,0.55,0.95,0.32,I23,2
60,60,0.35,0.25,0.3,0.55,0.95,1.58,I24,2
61,61,0.1,0.25,0.3,0.55,0.95,0.95,J1,2
62,62,0.98,0.25,0.3,0.55,0.95,0.95,J2,2
63,63,0.35,0.1,0.3,0.55,0.95,0.95,J3,2
64,64,0.35,0.63,0.3,0.55,0.95,0.95,J4,2
65,65,0.35,0.25,0.1,0.55,0.95,0.95,J5,2
66,66,0.35,0.25,0.8,0.55,0.95,0.95,J6,2
67,67,0.35,0.25,0.3,0.3,0.95,0.95,J7,2
68,68,0.35,0.25,0.3,1.18,0.95,0.95,J8,2
69,69,0.35,0.25,0.3,0.55,0.32,0.95,J9,2
70,70,0.35,0.25,0.3,0.55,1.58,0.95,J10,2
71,71,0.35,0.25,0.3,0.55,0.95,0.32,J11,2
72,72,0.35,0.25,0.3,0.55,0.95,1.58,J12,2
73,73,0.35,0.25,0.3,0.55,0.95,0.95,J13,2
74,74,0.35,0.25,0.3,0.55,0.95,0.95,J14,2
75,75,0.35,0.25,0.3,0.55,0.95,0.95,J15,2
76,76,0.35,0.25,0.3,0.55,0.95,0.95,J16,2
